Id,TeamNumber,Name
1774,1,"Ján Novota"
1775,5,"Thanos Petsos"
1776,6,"Mario Sonnleitner"
124,9,"Robert Berić"
1777,10,"Louis Schaub"
1778,11,"Steffen Hofmann"
1779,14,"Florian Kainz"
1780,15,"Srdjan Grahovac"
1781,17,"Christopher Dibon"
1782,22,"Mario Pavelic"
1783,24,"Stephan Auer"
1784,7,"Schobesberger"
1785,33,"Deni Alar"
1786,38,"Philipp Prosenik"
1828,8,"Stefan Schwab"
