Id,TeamNumber,Name
930,12,"Oliver Zelenika"
931,2,"El Arbi Hilal Soudani"
131,4,"Josip Šimunić"
206,6,"Ivo Pinto"
132,7,"Arijan Ademi"
932,11,"Junior Fernándes"
933,13,"Lee Addy"
934,17,"Said Husejinović"
136,19,"Josip Pivarić"
935,20,"Zvonko Pamić"
139,90,"Duje Čop"
133,10,"Sammir"
261,55,"Ante Rukavina"
262,77,"Marcelo Brozović"
1028,29,"Grzegorz Sandomierski"
1029,8,"Domagoj Antolić"
1030,21,"Fatos Bećiraj"
141,27,"Jerko Leko"
