Id,TeamNumber,Name
915,35,"Aleksandr Mokin"
916,3,"Gediminas Vičius"
917,4,"Nikola Vasiljević"
918,14,"Andrei Finonchenko"
919,17,"Andrei Poryvaev"
920,20,"Aldin Džidić"
921,25,"Sergei Maliy"
922,28,"Gevorg Ghazaryan"
923,87,"Aleksandar Simčević"
924,88,"Roger Cañas"
925,91,"Sergei Khizhnichenko"
926,78,"Igor Zenkovich"
