Id,TeamNumber,Name
1427,1,"Eiji Kawashima"
1428,4,"Ricardo Faty"
1429,5,"Jorge Teixeira"
1430,6,"Laurent Ciman"
1431,10,"Igor De Camargo"
1432,25,"Jeff Louis"
743,32,"Tony Watt"
1433,36,"Dino Arslanagic"
1434,37,"Jelle Van Damme"
1435,40,"Paul-José Mpoku"
1436,67,"Tortol Lumanza"
1437,18,"Yanis Mbombo"
1438,63,"Geoffrey Mujangi Bia"
1443,23,"Adrien Trebel"
1444,14,"Yuji Ono"
1445,42,"Astrit Ajdarević"
