Id,TeamNumber,Name
1545,1,"Rui Patrício"
1546,3,"Maurício"
1547,4,"Jefferson"
1548,8,"André Martins"
1549,9,"Islam Slimani"
1550,14,"William Carvalho"
1551,18,"André Carrillo"
1552,23,"Adrien Silva"
1553,29,"Naby Sarr"
1554,41,"Cédric"
578,77,"Nani"
1555,10,"Fredy Montero"
1556,17,"João Mário"
1557,36,"Carlos Mané"
1570,33,"Jonathan Silva"
1571,11,"Diego Capel"
1572,26,"Paulo Oliveira"
1630,24,"Oriol Rosell"
1656,47,"Ricardo Esgaio"
