Id,TeamNumber,Name
0,33,"Beto"
1,8,"Mossoró"
2,10,"Hélder Barbosa"
3,18,"Lima"
4,21,"Ismaily"
5,25,"Leandro Salino"
6,26,"Paulo Vinícius"
7,27,"Custódio"
8,30,"Alan"
9,44,"Douglão"
10,45,"Hugo Viana"
11,5,"Ruben Amorim"
12,14,"Rúben Micael"
13,29,"José Luís"
143,9,"Paulo César"
144,17,"Éder"
633,4,"Nuno André Coelho"
634,22,"Djamal"
695,20,"Elderson"
696,29,"Zé Luis"
744,5,"Rúben Amorim"
816,1,"Quim"
817,83,"Carlão"
