Id,TeamNumber,Name
191,21,"Johan Wiland"
192,2,"Lars Jacobsen"
193,3,"Pierre Bengtsson"
1084,5,"Olof Mellberg"
195,6,"Claudemir"
203,8,"Thomas Delaney"
1085,12,"Fanendo Adi"
198,17,"Ragnar Sigurdsson"
199,18,"Nicolai Jørgensen"
1086,22,"Daniel Braaten"
201,30,"Christián Bolaños"
1087,15,"Georg Margreitter"
1088,19,"Rúrik Gíslason"
1089,24,"Youssef Toutouh"
197,16,"Thomas Kristensen"
1259,23,"Marvin Pourie"
1260,32,"Danny Amankwaa"
202,9,"Igor Vetokele"
1263,25,"Christoffer Remmer"
