Id,TeamNumber,Name
1063,1,"Bernd Leno"
1064,3,"Stefan Reinartz"
1065,5,"Emir Spahić"
1066,6,"Simon Rolfes"
1067,7,"Son Heung-Min"
1068,10,"Emre Can"
1069,11,"Stefan Kiessling"
1070,17,"Sebastian Boenisch"
1071,18,"Sidney Sam"
1072,21,"Ömer Toprak"
1073,26,"Giulio Donati"
1074,8,"Lars Bender"
1075,9,"Eren Derdiyok"
1076,23,"Robbie Kruse"
