Id,TeamNumber,Name
1476,22,"Simon Mignolet"
1477,6,"Dejan Lovren"
1478,8,"Steven Gerrard"
1479,10,"Coutinho"
1480,14,"Jordan Henderson"
637,17,"Mamadou Sakho"
1481,18,"Alberto Moreno"
1274,19,"Javi Manquillo"
1482,20,"Adam Lallana"
1483,31,"Raheem Sterling"
667,45,"Mario Balotelli"
823,21,"Lucas"
1484,29,"Fabio Borini"
1585,3,"José Enrique"
1586,37,"Martin Škrtel"
1094,50,"Lazar Marković"
1587,9,"Rickie Lambert"
1605,2,"Glen Johnson"
1606,24,"Joe Allen"
1068,23,"Emre Can"
1616,4,"Kolo Touré"
