Id,TeamNumber,Name
1272,1,"Rafael Cabral"
1151,5,"Miguel Britos"
676,7,"José Callejón"
1291,8,"Jorginho"
434,9,"Gonzalo Higuaín"
1152,11,"Christian Maggio"
1153,17,"Marek Hamšík"
1155,24,"Lorenzo Insigne"
1292,26,"Kalidou Koulibaly"
777,33,"Raúl Albiol"
1293,77,"Walter Gargano"
1158,14,"Dries Mertens"
1294,25,"Michu"
1457,31,"Faouzi Ghoulam"
1198,91,"Duván Zapata"
