Id,TeamNumber,Name
14,1,"Željko Brkić"
15,5,"Danilo"
16,8,"Dušan Basta"
17,10,"Antonio Di Natale"
18,11,"Maurizio Domizzi"
19,17,"Mehdi Benatia"
20,27,"Pablo Armero"
21,31,"Diego Fabbrini"
22,37,"Roberto Pereyra"
23,66,"Giampiero Pinzi"
24,88,"Willians"
25,7,"Emmanuel Badu"
26,26,"Giovanni Pasquale"
27,77,"Maicosuel"
