Id,TeamNumber,Name
42,27,"Orestis Karnezis"
43,3,"Ibrahim Sissoko"
44,4,"Jean-Alain Boumsong"
45,6,"Vitolo"
46,7,"Charis Mavrias"
47,14,"Bruno Fornaroli"
48,17,"Zeca"
49,24,"Loukas Vyntra"
50,29,"Kostas Katsouranis"
51,31,"Nikos Spyropoulos"
52,44,"José Manuel Velázquez"
53,5,"André Pinto"
54,9,"Toché"
55,10,"Lazaros Christodoulopoulos"
