Id,TeamNumber,Name
96,13,"Daniel Amos"
97,4,"Ben Vahaba"
98,5,"Shir Tzedek"
99,6,"Ravid Gazal"
100,15,"El'ad Gabai"
101,17,"Salah Hasarma"
102,19,"Shimon Abihazira"
103,22,"Darko Tasevski"
104,23,"Adrian Rochet"
105,29,"László Lencse"
106,81,"Dušan Matović"
107,7,"Ahmed Abed"
108,10,"Barak Badash"
109,20,"Lior Levi"
145,26,"Sintayehu Sallalich"
146,16,"Adi Elisha"
