Id,TeamNumber,Name
1866,1,"Sergio Rico"
1867,2,"Benoît Trémoulinas"
1868,4,"Grzegorz Krychowiak"
1869,5,"Kolodziejczak"
837,9,"Kevin Gameiro"
1870,10,"José Antonio Reyes"
1871,15,"Steven N'Zonzi"
1872,17,"Marco Andreolli"
685,19,"Éver Banega"
45,20,"Vitolo"
1873,23,"Coke"
1874,7,"Michael Krohn-Dehli"
1512,11,"Ciro Immobile"
1875,22,"Yevhen Konoplyanka"
1957,8,"Vicente Iborra"
1958,30,"Juan Muñoz"
524,3,"Adil Rami"
1980,25,"Mariano Ferreira"
1236,24,"Fernando Llorente"
