Id,TeamNumber,Name
233,34,"Mert Günok"
234,2,"Egemen Korkmaz"
235,3,"Hasan Ali Kaldırım"
236,5,"Mehmet Topal"
237,6,"Joseph Yobo"
238,7,"Moussa Sow"
239,11,"Dirk Kuyt"
240,21,"Selçuk Şahin"
241,27,"Miloš Krasić"
242,38,"Mehmet Topuz"
243,77,"Gökhan Gönül"
244,9,"Miroslav Stoch"
245,10,"Alex"
246,16,"Cristian"
