Id,TeamNumber,Name
1333,29,"Tolga Zengin"
1334,3,"İsmail Köybaşı"
1335,8,"Veli Kavlak"
1133,9,"Demba Ba"
1336,10,"Olcay Şahan"
1337,11,"Mustafa Pektemek"
1338,15,"Oğuzhan Özyakup"
1339,19,"Pedro Franco"
1340,20,"Necip Uysal"
1341,22,"Ersan Gülüm"
1342,31,"Ramon Motta"
1343,7,"Gökhan Töre"
1344,21,"Kerim Koyunlu"
1345,23,"Cenk Tosun"
1455,13,"Atiba Hutchinson"
