ID	Name	2013	2014	2015	2016
431	Xabi Alonso	Real Madrid CF	Real Madrid CF	FC Bayern München	FC Bayern München	
430	Marcelo	Real Madrid CF	Real Madrid CF	Real Madrid CF	Real Madrid CF	
429	Cristiano Ronaldo	Real Madrid CF	Real Madrid CF	Real Madrid CF	Real Madrid CF	
428	Sami Khedira	Real Madrid CF	Real Madrid CF	Real Madrid CF	Juventus	
427	Pepe	Real Madrid CF	Real Madrid CF	Real Madrid CF	Real Madrid CF	
426	Raphaël Varane	Real Madrid CF	Real Madrid CF	Real Madrid CF	Real Madrid CF	
425	Iker Casillas	Real Madrid CF	Real Madrid CF	Real Madrid CF	FC Porto	
424	Lasse Schøne	AFC Ajax	AFC Ajax	null	null	
423	Miralem Sulejmani	AFC Ajax	SL Benfica	null	null	
422	Ryan Babel	AFC Ajax	null	null	null	
421	Ricardo van Rhijn	AFC Ajax	AFC Ajax	AFC Ajax	null	
420	Derk Boerrigter	AFC Ajax	Celtic FC	Celtic FC	null	
419	Tobias Sana	AFC Ajax	null	null	Malmö FF	
418	Daley Blind	AFC Ajax	AFC Ajax	null	Manchester United FC	
417	Siem de Jong	AFC Ajax	AFC Ajax	null	null	
416	Christian Eriksen	AFC Ajax	null	null	null	
415	Christian Poulsen	AFC Ajax	AFC Ajax	null	null	
414	Niklas Moisander	AFC Ajax	AFC Ajax	AFC Ajax	null	
413	Toby Alderweireld	AFC Ajax	Club Atlético de Madrid	null	null	
412	Kenneth Vermeer	AFC Ajax	AFC Ajax	null	null	
411	Ivan Perišić	Borussia Dortmund	null	null	null	
410	Julian Schieber	Borussia Dortmund	Borussia Dortmund	null	null	
409	Moritz Leitner	Borussia Dortmund	null	null	null	
408	Marcel Schmelzer	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
407	Łukasz Piszczek	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
406	Jakub Błaszczykowski	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
405	Mats Hummels	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
404	Marco Reus	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
403	Mario Götze	Borussia Dortmund	FC Bayern München	FC Bayern München	FC Bayern München	
402	Robert Lewandowski	Borussia Dortmund	Borussia Dortmund	FC Bayern München	FC Bayern München	
401	İlkay Gündoğan	Borussia Dortmund	null	Borussia Dortmund	null	
400	Sebastian Kehl	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
399	Neven Subotić	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
398	Roman Weidenfeller	Borussia Dortmund	Borussia Dortmund	Borussia Dortmund	null	
397	Dennis Praet	RSC Anderlecht	RSC Anderlecht	RSC Anderlecht	null	
396	Bram Nuytinck	RSC Anderlecht	RSC Anderlecht	RSC Anderlecht	null	
395	Stephan El Shaarawy	AC Milan	AC Milan	null	AS Roma	
394	Mario Yepes	AC Milan	null	null	null	
393	Kévin Constant	AC Milan	AC Milan	null	null	
392	Luca Antonini	AC Milan	null	null	null	
391	Nigel de Jong	AC Milan	AC Milan	null	null	
390	Urby Emanuelson	AC Milan	AC Milan	null	null	
389	Daniele Bonera	AC Milan	AC Milan	null	null	
388	Mathieu Flamini	AC Milan	Arsenal FC	Arsenal FC	Arsenal FC	
387	Giampaolo Pazzini	AC Milan	AC Milan	null	null	
386	Kevin-Prince Boateng	AC Milan	FC Schalke 04	FC Schalke 04	null	
385	Antonio Nocerino	AC Milan	AC Milan	null	null	
384	Philippe Mexès	AC Milan	AC Milan	null	null	
383	Mattia De Sciglio	AC Milan	AC Milan	null	null	
382	Christian Abbiati	AC Milan	AC Milan	null	null	
381	Michael Lumb	FC Zenit	null	null	null	
380	Luka Djordjević	FC Zenit	null	null	null	
379	Vladimir Bystrov	FC Zenit	FC Zenit	null	null	
378	Hulk	FC Zenit	FC Zenit	FC Zenit	FC Zenit	
377	Igor Denisov	FC Zenit	null	null	null	
376	Aleksandar Luković	FC Zenit	null	null	null	
375	Viktor Fayzulin	FC Zenit	FC Zenit	FC Zenit	FC Zenit	
374	Konstantin Zyryanov	FC Zenit	FC Zenit	null	null	
373	Roman Shirokov	FC Zenit	FC Zenit	null	null	
372	Aleksandr Kerzhakov	FC Zenit	FC Zenit	FC Zenit	null	
371	Nicolas Lombaerts	FC Zenit	FC Zenit	FC Zenit	FC Zenit	
370	Bruno Alves	FC Zenit	Fenerbahçe SK	null	null	
369	Aleksandr Anyukov	FC Zenit	FC Zenit	FC Zenit	FC Zenit	
368	Vyacheslav Malafeev	FC Zenit	FC Zenit	null	null	
367	Roque Santa Cruz	Málaga CF	null	null	null	
366	Manuel Iturra	Málaga CF	null	null	null	
365	Francisco Portillo	Málaga CF	null	null	null	
364	Javier Saviola	Málaga CF	Olympiacos FC	null	null	
363	Willy Caballero	Málaga CF	null	null	Manchester City FC	
362	Julian Draxler	FC Schalke 04	FC Schalke 04	FC Schalke 04	VfL Wolfsburg	
361	Marco Höger	FC Schalke 04	FC Schalke 04	FC Schalke 04	null	
360	Ibrahim Afellay	FC Schalke 04	null	Olympiacos FC	null	
359	Roman Neustädter	FC Schalke 04	FC Schalke 04	FC Schalke 04	null	
358	Joel Matip	FC Schalke 04	FC Schalke 04	FC Schalke 04	null	
357	Tranquillo Barnetta	FC Schalke 04	null	FC Schalke 04	null	
356	Klaas-Jan Huntelaar	FC Schalke 04	FC Schalke 04	FC Schalke 04	null	
355	Christian Fuchs	FC Schalke 04	FC Schalke 04	FC Schalke 04	null	
354	Jefferson Farfán	FC Schalke 04	FC Schalke 04	null	null	
353	Kyriakos Papadopoulos	FC Schalke 04	FC Schalke 04	null	null	
352	Jermaine Jones	FC Schalke 04	FC Schalke 04	null	null	
351	Lewis Holtby	FC Schalke 04	null	null	null	
350	Benedikt Höwedes	FC Schalke 04	FC Schalke 04	FC Schalke 04	null	
349	Lars Unnerstall	FC Schalke 04	null	null	null	
348	Leandro Greco	Olympiacos FC	null	null	null	
347	Kostas Mitroglou	Olympiacos FC	Olympiacos FC	Olympiacos FC	SL Benfica	
346	Ariel Ibagaza	Olympiacos FC	null	null	null	
345	Djamel Abdoun	Olympiacos FC	null	null	null	
344	Vassilis Torossidis	Olympiacos FC	null	AS Roma	null	
343	Kostas Manolas	Olympiacos FC	Olympiacos FC	AS Roma	AS Roma	
342	José Holebas	Olympiacos FC	Olympiacos FC	AS Roma	null	
341	David Fuster	Olympiacos FC	Olympiacos FC	Olympiacos FC	null	
340	Pablo Contreras	Olympiacos FC	null	null	null	
339	Rafik Djebbour	Olympiacos FC	null	APOEL FC	null	
338	Paulo Machado	Olympiacos FC	Olympiacos FC	null	GNK Dinamo Zagreb	
337	François Modesto	Olympiacos FC	null	null	null	
336	Giannis Maniatis	Olympiacos FC	Olympiacos FC	Olympiacos FC	null	
335	Balázs Megyeri	Olympiacos FC	null	null	null	
334	Francis Coquelin	Arsenal FC	null	Arsenal FC	Arsenal FC	
333	Aaron Ramsey	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
332	Theo Walcott	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
331	Kieran Gibbs	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
330	Gervinho	Arsenal FC	null	AS Roma	AS Roma	
329	Carl Jenkinson	Arsenal FC	Arsenal FC	null	null	
328	Santi Cazorla	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
327	Olivier Giroud	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
326	Lukas Podolski	Arsenal FC	Arsenal FC	Arsenal FC	null	
325	Mikel Arteta	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
324	Thomas Vermaelen	Arsenal FC	Arsenal FC	null	FC Barcelona	
323	Per Mertesacker	Arsenal FC	Arsenal FC	Arsenal FC	Arsenal FC	
322	Abou Diaby	Arsenal FC	null	null	null	
321	Vito Mannone	Arsenal FC	null	null	null	
320	Benjamin Stambouli	Montpellier Hérault SC	null	null	Paris Saint-Germain	
319	Karim Aït-Fana	Montpellier Hérault SC	null	null	null	
318	Emanuel Herrera	Montpellier Hérault SC	null	null	null	
317	Jamel Saihi	Montpellier Hérault SC	null	null	null	
316	Rémi Cabella	Montpellier Hérault SC	null	null	null	
315	Suleyman Camara	Montpellier Hérault SC	null	null	null	
314	Marco Estrada	Montpellier Hérault SC	null	null	null	
313	Younés Belhanda	Montpellier Hérault SC	null	null	null	
312	Anthony Mounier	Montpellier Hérault SC	null	null	null	
311	Henri Bedimo	Montpellier Hérault SC	Olympique Lyonnais	null	Olympique Lyonnais	
310	Hilton	Montpellier Hérault SC	null	null	null	
309	Mapou Yanga-Mbiwa	Montpellier Hérault SC	null	AS Roma	Olympique Lyonnais	
308	Garry Bocaly	Montpellier Hérault SC	null	null	null	
307	Geoffrey Jourdren	Montpellier Hérault SC	null	null	null	
306	Oleh Gusev	FC Dynamo Kyiv	null	null	FC Dynamo Kyiv	
305	Ognjen Vukojević	FC Dynamo Kyiv	null	null	null	
304	Betão	FC Dynamo Kyiv	null	null	null	
303	Raffael	FC Dynamo Kyiv	null	null	VfL Borussia Mönchengladbach	
302	Yevhen Khacheridi	FC Dynamo Kyiv	null	null	FC Dynamo Kyiv	
301	Taye Taiwo	FC Dynamo Kyiv	null	null	null	
300	Niko Kranjčar	FC Dynamo Kyiv	null	null	null	
299	Denys Garmash	FC Dynamo Kyiv	null	null	FC Dynamo Kyiv	
298	Taras Mikhalik	FC Dynamo Kyiv	null	null	null	
297	Ideye Brown	FC Dynamo Kyiv	null	null	Olympiacos FC	
296	Andriy Yarmolenko	FC Dynamo Kyiv	null	null	FC Dynamo Kyiv	
295	Miguel Veloso	FC Dynamo Kyiv	null	null	FC Dynamo Kyiv	
294	Danilo Silva	FC Dynamo Kyiv	null	null	FC Dynamo Kyiv	
293	Maxym Koval	FC Dynamo Kyiv	null	null	null	
292	Ezequiel Lavezzi	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
291	Nenê	Paris Saint-Germain	null	null	null	
290	Zoumana Camara	Paris Saint-Germain	Paris Saint-Germain	null	null	
289	Javier Pastore	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
288	Christophe Jallet	Paris Saint-Germain	Paris Saint-Germain	null	Olympique Lyonnais	
287	Marco Verratti	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
286	Clément Chantôme	Paris Saint-Germain	null	Paris Saint-Germain	null	
285	Zlatan Ibrahimović	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
284	Maxwell	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
283	Blaise Matuidi	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
282	Alex	Paris Saint-Germain	null	null	null	
281	Jérémy Ménez	Paris Saint-Germain	Paris Saint-Germain	null	null	
280	Thiago Silva	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
279	Salvatore Sirigu	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	null	
278	Christian Atsu	FC Porto	null	null	null	
277	Eliaquim Mangala	FC Porto	FC Porto	Manchester City FC	Manchester City FC	
276	Kléber	FC Porto	null	null	null	
275	Steven Defour	FC Porto	FC Porto	RSC Anderlecht	null	
274	Nicolás Otamendi	FC Porto	FC Porto	null	Manchester City FC	
273	Alex Sandro	FC Porto	FC Porto	FC Porto	Juventus	
272	Silvestre Varela	FC Porto	FC Porto	null	null	
271	Miguel Lopes	FC Porto	Olympique Lyonnais	null	null	
270	James Rodríguez	FC Porto	null	Real Madrid CF	Real Madrid CF	
269	Jackson Martinez	FC Porto	null	null	null	
268	João Moutinho	FC Porto	null	AS Monaco	null	
267	Maicon	FC Porto	FC Porto	AS Roma	AS Roma	
266	Lucho González	FC Porto	FC Porto	null	null	
265	Helton	FC Porto	FC Porto	null	null	
264	Bryan Carrasco	GNK Dinamo Zagreb	null	null	null	
263	Mateo Kovačić	GNK Dinamo Zagreb	null	null	Real Madrid CF	
262	Marcelo Brozović	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	null	
261	Ante Rukavina	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	null	
260	Diniyar Bilyaletdinov	FC Spartak Moskva	null	null	null	
259	Artem Dzyuba	FC Spartak Moskva	null	null	FC Zenit	
258	Rafael Carioca	FC Spartak Moskva	null	null	null	
257	Romulo	FC Spartak Moskva	null	null	null	
256	Evgeni Makeev	FC Spartak Moskva	null	null	null	
255	Emmanuel Emenike	FC Spartak Moskva	Fenerbahçe SK	null	null	
254	Dmitri Kombarov	FC Spartak Moskva	null	null	null	
253	Demy de Zeeuw	FC Spartak Moskva	RSC Anderlecht	null	null	
252	Marek Suchý	FC Spartak Moskva	null	FC Basel 1893	FC Basel 1893	
251	Ari	FC Spartak Moskva	null	null	null	
250	Aiden McGeady	FC Spartak Moskva	null	null	null	
249	Kirill Kombarov	FC Spartak Moskva	null	null	null	
248	Juan Insaurralde	FC Spartak Moskva	null	null	null	
247	Andriy Dykan	FC Spartak Moskva	null	null	null	
246	Cristian	Fenerbahçe SK	Fenerbahçe SK	null	null	
245	Alex	Fenerbahçe SK	Paris Saint-Germain	null	null	
244	Miroslav Stoch	Fenerbahçe SK	PAOK FC	null	null	
243	Gökhan Gönül	Fenerbahçe SK	Fenerbahçe SK	null	null	
242	Mehmet Topuz	Fenerbahçe SK	Fenerbahçe SK	null	null	
241	Miloš Krasić	Fenerbahçe SK	null	null	null	
240	Selçuk Şahin	Fenerbahçe SK	Fenerbahçe SK	null	null	
239	Dirk Kuyt	Fenerbahçe SK	Fenerbahçe SK	null	null	
238	Moussa Sow	Fenerbahçe SK	Fenerbahçe SK	null	null	
237	Joseph Yobo	Fenerbahçe SK	Fenerbahçe SK	null	null	
236	Mehmet Topal	Fenerbahçe SK	Fenerbahçe SK	null	null	
235	Hasan Ali Kaldırım	Fenerbahçe SK	null	null	null	
234	Egemen Korkmaz	Fenerbahçe SK	Fenerbahçe SK	null	null	
233	Mert Günok	Fenerbahçe SK	null	null	null	
232	Jacques Zoua	FC Basel 1893	null	null	null	
231	Stephan Andrist	FC Basel 1893	null	null	null	
230	Fabian Schär	FC Basel 1893	FC Basel 1893	FC Basel 1893	null	
229	Markus Steinhöfer	FC Basel 1893	null	null	null	
228	Gastón Sauro	FC Basel 1893	FC Basel 1893	null	null	
227	Cabral	FC Basel 1893	null	null	null	
226	Marcelo Díaz	FC Basel 1893	FC Basel 1893	FC Basel 1893	null	
225	Fabian Frei	FC Basel 1893	FC Basel 1893	FC Basel 1893	null	
224	Alexander Frei	FC Basel 1893	null	null	null	
223	Marco Streller	FC Basel 1893	FC Basel 1893	FC Basel 1893	null	
222	David Degen	FC Basel 1893	FC Basel 1893	null	null	
221	Aleksandar Dragovic	FC Basel 1893	null	null	FC Dynamo Kyiv	
220	Park Joo Ho	FC Basel 1893	null	null	null	
219	Yann Sommer	FC Basel 1893	FC Basel 1893	null	VfL Borussia Mönchengladbach	
218	Rui Pedro	CFR 1907 Cluj	null	null	null	
217	Nicolas Godemèche	CFR 1907 Cluj	null	null	null	
216	Viorel Nicoară	CFR 1907 Cluj	null	null	null	
215	Modou Sougou	CFR 1907 Cluj	null	null	null	
214	Camora	CFR 1907 Cluj	null	null	null	
213	Ionuţ Rada	CFR 1907 Cluj	null	null	null	
212	Cadú	CFR 1907 Cluj	null	null	null	
211	Rafael Bastos	CFR 1907 Cluj	null	null	null	
210	Diogo Valente	CFR 1907 Cluj	null	null	null	
209	Pantelis Kapetanos	CFR 1907 Cluj	FC Steaua Bucureşti	null	null	
208	Gabriel Mureşan	CFR 1907 Cluj	null	null	null	
207	Bakary Sare	CFR 1907 Cluj	null	null	null	
206	Ivo Pinto	CFR 1907 Cluj	GNK Dinamo Zagreb	null	GNK Dinamo Zagreb	
205	Mário Felgueiras	CFR 1907 Cluj	null	null	null	
204	Andreas Cornelius	FC København	null	null	null	
203	Thomas Delaney	FC København	FC København	null	null	
202	Igor Vetokele	FC København	FC København	null	null	
201	Christián Bolaños	FC København	FC København	null	null	
200	Bryan Oviedo	FC København	null	null	null	
199	Nicolai Jørgensen	FC København	FC København	null	null	
198	Ragnar Sigurdsson	FC København	FC København	null	null	
197	Thomas Kristensen	FC København	FC København	null	null	
196	César Santin	FC København	null	null	null	
195	Claudemir	FC København	FC København	null	Club Brugge KV	
194	Kris Stadsgaard	FC København	null	null	null	
193	Pierre Bengtsson	FC København	FC København	null	null	
192	Lars Jacobsen	FC København	FC København	null	null	
191	Johan Wiland	FC København	FC København	null	Malmö FF	
190	Nolan Roux	LOSC Lille	null	LOSC Lille	null	
189	Benoît Pedretti	LOSC Lille	null	null	null	
188	Idrissa Gueye	LOSC Lille	null	LOSC Lille	null	
187	Marko Baša	LOSC Lille	null	LOSC Lille	null	
186	Rio Mavuba	LOSC Lille	null	LOSC Lille	null	
185	Aurélien Chedjou	LOSC Lille	null	null	null	
184	Franck Béria	LOSC Lille	null	LOSC Lille	null	
183	Marvin Martin	LOSC Lille	null	null	null	
182	Túlio De Melo	LOSC Lille	null	null	null	
181	Salomon Kalou	LOSC Lille	null	LOSC Lille	null	
180	Dimitri Payet	LOSC Lille	Olympique de Marseille	null	null	
179	Florent Balmont	LOSC Lille	null	LOSC Lille	null	
178	Lucas Digne	LOSC Lille	Paris Saint-Germain	Paris Saint-Germain	AS Roma	
177	Mickaël Landreau	LOSC Lille	null	null	null	
176	David Accam	Helsingborgs IF	null	null	null	
175	Mattias Lindström	Helsingborgs IF	null	null	null	
174	Daniel Nordmark	Helsingborgs IF	null	null	null	
173	Jere Uronen	Helsingborgs IF	null	null	null	
172	Erik Wahlstedt	Helsingborgs IF	null	null	null	
171	Christoffer Andersson	Helsingborgs IF	null	null	null	
170	Alejandro Bedoya	Helsingborgs IF	null	null	null	
169	Nikola Djurdic	Helsingborgs IF	null	null	null	
168	Joseph Baffo	Helsingborgs IF	null	null	null	
167	Thomas Sørum	Helsingborgs IF	null	null	null	
166	Ardian Gashi	Helsingborgs IF	null	null	null	
165	May Mahlangu	Helsingborgs IF	null	null	null	
164	Walid Atta	Helsingborgs IF	null	null	null	
163	Pär Hansson	Helsingborgs IF	null	null	null	
162	Anthony Watt	Celtic FC	null	null	null	
161	Mikael Lustig	Celtic FC	Celtic FC	Celtic FC	Celtic FC	
160	Paddy McCourt	Celtic FC	null	null	null	
159	Gary Hooper	Celtic FC	null	null	null	
158	Victor Wanyama	Celtic FC	null	null	null	
157	James Forrest	Celtic FC	Celtic FC	null	Celtic FC	
156	Charlie Mulgrew	Celtic FC	Celtic FC	Celtic FC	Celtic FC	
155	Kris Commons	Celtic FC	Celtic FC	Celtic FC	Celtic FC	
154	Giorgos Samaras	Celtic FC	Celtic FC	null	null	
153	Scott Brown	Celtic FC	Celtic FC	null	Celtic FC	
152	Kelvin Wilson	Celtic FC	null	null	null	
151	Emilio Izaguirre	Celtic FC	Celtic FC	Celtic FC	Celtic FC	
150	Adam Matthews	Celtic FC	Celtic FC	Celtic FC	null	
149	Fraser Forster	Celtic FC	Celtic FC	null	null	
148	Edgar Olekhnovich	FC BATE Borisov	null	FC BATE Borisov	null	
147	Aleksandr Yurevich	FC BATE Borisov	null	null	null	
146	Adi Elisha	Hapoel Kiryat Shmona FC	null	null	null	
145	Sintayehu Sallalich	Hapoel Kiryat Shmona FC	null	NK Maribor	null	
144	Éder	SC Braga	null	null	null	
143	Paulo César	SC Braga	null	null	null	
142	Ivan Krstanović	GNK Dinamo Zagreb	null	null	null	
141	Jerko Leko	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	null	
140	Adrián Calello	GNK Dinamo Zagreb	null	null	null	
139	Duje Čop	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	null	
138	Domagoj Vida	GNK Dinamo Zagreb	null	null	FC Dynamo Kyiv	
137	Fatos Beqiraj	GNK Dinamo Zagreb	null	null	null	
136	Josip Pivarić	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	GNK Dinamo Zagreb	
135	Milan Badelj	GNK Dinamo Zagreb	null	null	null	
134	Tonel	GNK Dinamo Zagreb	null	null	null	
133	Sammir	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	null	
132	Arijan Ademi	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	GNK Dinamo Zagreb	
131	Josip Šimunić	GNK Dinamo Zagreb	GNK Dinamo Zagreb	null	null	
130	Luis Ibáñez	GNK Dinamo Zagreb	null	null	null	
129	Ivan Kelava	GNK Dinamo Zagreb	null	null	null	
128	Nikola Komazec	NK Maribor	null	null	null	
127	Dejan Mezga	NK Maribor	null	null	null	
126	Aleš Mertelj	NK Maribor	NK Maribor	NK Maribor	null	
125	Arghus	NK Maribor	NK Maribor	NK Maribor	null	
124	Robert Berić	NK Maribor	null	null	SK Rapid Wien	
123	Aleksander Rajčevič	NK Maribor	NK Maribor	NK Maribor	null	
122	Goran Cvijanovič	NK Maribor	NK Maribor	null	null	
121	Agim Ibraimi	NK Maribor	NK Maribor	NK Maribor	null	
120	Tavares	NK Maribor	NK Maribor	NK Maribor	null	
119	Aleš Mejač	NK Maribor	NK Maribor	NK Maribor	null	
118	Martin Milec	NK Maribor	NK Maribor	null	null	
117	Željko Filipovič	NK Maribor	NK Maribor	null	null	
116	Jasmin Handanovič	NK Maribor	NK Maribor	NK Maribor	null	
115	Maykon	AEL Limassol FC	null	null	null	
114	Monteiro	AEL Limassol FC	null	null	null	
113	Massimo Bruno	RSC Anderlecht	RSC Anderlecht	FC Salzburg	null	
112	Roland Juhász	RSC Anderlecht	null	null	null	
111	Tom De Sutter	RSC Anderlecht	null	null	Club Brugge KV	
110	Olivier Deschacht	RSC Anderlecht	RSC Anderlecht	RSC Anderlecht	null	
109	Lior Levi	Hapoel Kiryat Shmona FC	null	null	null	
108	Barak Badash	Hapoel Kiryat Shmona FC	null	null	null	
107	Ahmed Abed	Hapoel Kiryat Shmona FC	null	null	null	
106	Dušan Matović	Hapoel Kiryat Shmona FC	null	null	null	
105	László Lencse	Hapoel Kiryat Shmona FC	null	null	null	
104	Adrian Rochet	Hapoel Kiryat Shmona FC	null	null	null	
103	Darko Tasevski	Hapoel Kiryat Shmona FC	null	null	null	
102	Shimon Abihazira	Hapoel Kiryat Shmona FC	null	null	null	
101	Salah Hasarma	Hapoel Kiryat Shmona FC	null	null	null	
100	El'ad Gabai	Hapoel Kiryat Shmona FC	null	null	null	
99	Ravid Gazal	Hapoel Kiryat Shmona FC	null	null	null	
98	Shir Tzedek	Hapoel Kiryat Shmona FC	null	null	null	
97	Ben Vahaba	Hapoel Kiryat Shmona FC	null	null	null	
96	Daniel Amos	Hapoel Kiryat Shmona FC	null	null	null	
95	Roman Vasilyuk	FC BATE Borisov	null	null	null	
94	Mikhail Sivakov	FC BATE Borisov	null	null	null	
93	Aleksandr Pavlov	FC BATE Borisov	null	null	null	
92	Denis Polyakov	FC BATE Borisov	null	FC BATE Borisov	FC BATE Borisov	
91	Marko Simić	FC BATE Borisov	null	null	null	
90	Vitali Rodionov	FC BATE Borisov	null	FC BATE Borisov	FC BATE Borisov	
89	Maksim Bordachev	FC BATE Borisov	null	null	null	
88	Aleksandr Hleb	FC BATE Borisov	null	null	FC BATE Borisov	
87	Artem Radkov	FC BATE Borisov	null	null	null	
86	Dmitri Mozolevski	FC BATE Borisov	null	null	FC BATE Borisov	
85	Renan Bressan	FC BATE Borisov	null	null	null	
84	Aleksandr Volodko	FC BATE Borisov	null	FC BATE Borisov	FC BATE Borisov	
83	Dmitri Likhtarovich	FC BATE Borisov	null	FC BATE Borisov	null	
82	Andrei Gorbunov	FC BATE Borisov	null	null	null	
81	Olexandr Yakovenko	RSC Anderlecht	null	null	FC Dynamo Kyiv	
80	Guillaume Gillet	RSC Anderlecht	RSC Anderlecht	null	null	
79	Marcin Wasilewski	RSC Anderlecht	null	null	null	
78	Dieudonné Mbokani	RSC Anderlecht	null	null	null	
77	Behrang Safari	RSC Anderlecht	FC Basel 1893	FC Basel 1893	FC Basel 1893	
76	Sacha Kljestan	RSC Anderlecht	RSC Anderlecht	RSC Anderlecht	null	
75	Cheikhou Kouyaté	RSC Anderlecht	RSC Anderlecht	null	null	
74	Milan Jovanović	RSC Anderlecht	null	null	null	
73	Kanu	RSC Anderlecht	null	null	null	
72	Denis Odoi	RSC Anderlecht	null	null	null	
71	Lucas Biglia	RSC Anderlecht	null	null	null	
70	Silvio Proto	RSC Anderlecht	RSC Anderlecht	RSC Anderlecht	null	
69	Chris Dickson	AEL Limassol FC	null	null	null	
68	Gilberto	AEL Limassol FC	null	null	null	
67	Rui Miguel	AEL Limassol FC	FC Paços de Ferreira	null	null	
66	Vouho	AEL Limassol FC	null	null	null	
65	Dédé	AEL Limassol FC	null	null	null	
64	Edwin Ouon	AEL Limassol FC	null	null	null	
63	Carlitos	AEL Limassol FC	null	null	null	
62	Marcos Airosa	AEL Limassol FC	null	null	null	
61	Luciano Bebê	AEL Limassol FC	null	null	null	
60	Paulo Sérgio	AEL Limassol FC	null	null	null	
59	Marios Nikolaou	AEL Limassol FC	null	null	null	
58	Edmar	AEL Limassol FC	null	null	null	
57	Dosa Júnior	AEL Limassol FC	null	null	null	
56	Matias Degra	AEL Limassol FC	FC Paços de Ferreira	null	null	
55	Lazaros Christodoulopoulos	Panathinaikos FC	null	null	null	
54	Toché	Panathinaikos FC	null	null	null	
53	André Pinto	Panathinaikos FC	null	null	null	
52	José Manuel Velázquez	Panathinaikos FC	null	null	null	
51	Nikos Spyropoulos	Panathinaikos FC	null	null	null	
50	Kostas Katsouranis	Panathinaikos FC	PAOK FC	null	null	
49	Loukas Vyntra	Panathinaikos FC	null	null	null	
48	Zeca	Panathinaikos FC	null	null	null	
47	Bruno Fornaroli	Panathinaikos FC	null	null	null	
46	Charis Mavrias	Panathinaikos FC	null	null	null	
45	Vitolo	Panathinaikos FC	null	null	Sevilla FC	
44	Jean-Alain Boumsong	Panathinaikos FC	null	null	null	
43	Ibrahim Sissoko	Panathinaikos FC	null	null	null	
42	Orestis Karnezis	Panathinaikos FC	null	null	null	
41	Diego Buonanotte	Málaga CF	null	null	null	
40	Duda	Málaga CF	null	null	null	
39	Ignacio Camacho	Málaga CF	null	null	null	
38	Fabrice	Málaga CF	null	null	null	
37	Isco	Málaga CF	Real Madrid CF	Real Madrid CF	Real Madrid CF	
36	Eliseu	Málaga CF	null	SL Benfica	SL Benfica	
35	Enzo Maresca	Málaga CF	null	null	null	
34	Nacho Monreal	Málaga CF	Arsenal FC	Arsenal FC	Arsenal FC	
33	Jérémy Toulalan	Málaga CF	null	AS Monaco	AS Monaco	
32	Joaquín	Málaga CF	null	null	null	
31	Martín Demichelis	Málaga CF	Manchester City FC	Manchester City FC	Manchester City FC	
30	Weligton	Málaga CF	null	null	null	
29	Jesús Gámez	Málaga CF	null	Club Atlético de Madrid	null	
28	Willy	Málaga CF	null	null	null	
27	Maicosuel	Udinese Calcio	null	null	null	
26	Giovanni Pasquale	Udinese Calcio	null	null	null	
25	Emmanuel Badu	Udinese Calcio	null	null	null	
24	Willians	Udinese Calcio	null	null	null	
23	Giampiero Pinzi	Udinese Calcio	null	null	null	
22	Roberto Pereyra	Udinese Calcio	null	Juventus	Juventus	
21	Diego Fabbrini	Udinese Calcio	null	null	null	
20	Pablo Armero	Udinese Calcio	SSC Napoli	null	null	
19	Mehdi Benatia	Udinese Calcio	null	FC Bayern München	null	
18	Maurizio Domizzi	Udinese Calcio	null	null	null	
17	Antonio Di Natale	Udinese Calcio	null	null	null	
