ID	Name	2013	2014	2015	2016
888	Vladimír Darida	null	FC Viktoria Plzeň	null	null	
887	Tomáš Wágner	null	FC Viktoria Plzeň	null	null	
886	Radim Řezník	null	FC Viktoria Plzeň	null	null	
885	Milan Petržela	null	FC Viktoria Plzeň	null	null	
884	Pavel Horváth	null	FC Viktoria Plzeň	null	null	
883	David Limberský	null	FC Viktoria Plzeň	null	null	
882	Tomáš Hořava	null	FC Viktoria Plzeň	null	null	
881	Matúš Kozáčik	null	FC Viktoria Plzeň	null	null	
880	Esteban Granero	null	Real Sociedad de Fútbol	null	null	
879	Gonzalo Castro	null	Real Sociedad de Fútbol	FC Bayer 04 Leverkusen	null	
878	Rubén Pardo	null	Real Sociedad de Fútbol	null	null	
877	Alberto De La Bella	null	Real Sociedad de Fútbol	null	null	
876	Liassine Cadamuro	null	Real Sociedad de Fútbol	null	null	
875	David Zurutuza	null	Real Sociedad de Fútbol	null	null	
874	Carlos Vela	null	Real Sociedad de Fútbol	null	null	
873	Xabier Prieto	null	Real Sociedad de Fútbol	null	null	
872	Haris Seferovic	null	Real Sociedad de Fútbol	null	null	
871	Antoine Griezmann	null	Real Sociedad de Fútbol	Club Atlético de Madrid	Club Atlético de Madrid	
870	Iñigo Martínez	null	Real Sociedad de Fútbol	null	null	
869	Markel Bergara	null	Real Sociedad de Fútbol	null	null	
868	Carlos Martínez	null	Real Sociedad de Fútbol	null	null	
867	Claudio Bravo	null	Real Sociedad de Fútbol	null	null	
866	Fares Bahlouli	null	Olympique Lyonnais	null	AS Monaco	
865	Gaël Danic	null	Olympique Lyonnais	null	null	
864	Yassine Benzia	null	Olympique Lyonnais	null	null	
863	Maxime Gonalons	null	Olympique Lyonnais	null	Olympique Lyonnais	
862	Steed Malbranque	null	Olympique Lyonnais	null	Olympique Lyonnais	
861	Alexandre Lacazette	null	Olympique Lyonnais	null	Olympique Lyonnais	
860	Yoann Gourcuff	null	Olympique Lyonnais	null	null	
859	Clément Grenier	null	Olympique Lyonnais	null	Olympique Lyonnais	
858	Gueïda Fofana	null	Olympique Lyonnais	null	null	
857	Milan Biševac	null	Olympique Lyonnais	null	Olympique Lyonnais	
856	Anthony Lopes	null	Olympique Lyonnais	null	Olympique Lyonnais	
855	Pavel Mogilevets	null	FC Zenit	FC Zenit	null	
854	Igor Smolnikov	null	FC Zenit	FC Zenit	FC Zenit	
853	Yuri Lodygin	null	FC Zenit	FC Zenit	FC Zenit	
852	Manuel José	null	FC Paços de Ferreira	null	null	
851	Vítor	null	FC Paços de Ferreira	null	null	
850	Filipe Anunciação	null	FC Paços de Ferreira	null	null	
849	Rodrigo Antônio	null	FC Paços de Ferreira	null	null	
848	Sérgio Oliveira	null	FC Paços de Ferreira	null	null	
847	Ricardo	null	FC Paços de Ferreira	FC Porto	null	
846	Nuno Santos	null	FC Paços de Ferreira	null	null	
845	Paolo Hurtado	null	FC Paços de Ferreira	null	null	
844	Christian Irobiso	null	FC Paços de Ferreira	null	null	
843	André Leão	null	FC Paços de Ferreira	null	null	
842	Marcos Romeu	null	FC Paços de Ferreira	null	null	
1681	Hernâni	null	null	FC Porto	Olympiacos FC	
1680	Matheus Carvalho	null	null	AS Monaco	null	
1679	Stefano Sturaro	null	null	Juventus	Juventus	
1678	Simone Pepe	null	null	Juventus	null	
1677	Kevin Kampl	null	null	Borussia Dortmund	null	
1676	Leroy Sané	null	null	FC Schalke 04	null	
1675	Davide Callà	null	null	FC Basel 1893	null	
1674	Yōichirō Kakitani	null	null	FC Basel 1893	null	
1673	Derlis González	null	null	FC Basel 1893	FC Dynamo Kyiv	
1672	Almamy Tourè	null	null	AS Monaco	null	
1671	David Ospina	null	null	Arsenal FC	Arsenal FC	
1670	Papastathopoulos	null	null	Borussia Dortmund	null	
1669	Kingsley Coman	null	null	Juventus	FC Bayern München	
1668	Wilfried Bony	null	null	Manchester City FC	Manchester City FC	
1667	Lucas Silva	null	null	Real Madrid CF	null	
1666	Dani Carvajal	null	null	Real Madrid CF	Real Madrid CF	
1665	Felix Platte	null	null	FC Schalke 04	null	
1664	Timon Wellenreuther	null	null	FC Schalke 04	null	
1663	Wellington Nem	null	null	FC Shakhtar Donetsk	null	
1662	Juan Cuadrado	null	null	Chelsea FC	Juventus	
1661	Artem Soroko	null	null	FC BATE Borisov	null	
1660	Serhiy Kryvtsov	null	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1659	Kelvin	null	null	FC Porto	null	
1658	Andrés Fernández	null	null	FC Porto	null	
1657	Marvin Friedrich	null	null	FC Schalke 04	null	
1656	Ricardo Esgaio	null	null	Sporting Clube de Portugal	null	
1655	Ruben Loftus-Cheek	null	null	Chelsea FC	null	
1654	Pieros Sotiriou	null	null	APOEL FC	APOEL FC	
1653	Kostakis Artymatas	null	null	APOEL FC	null	
1652	Richairo Zivkovic	null	null	AFC Ajax	null	
1651	Gianluca Gaudino	null	null	FC Bayern München	null	
1650	Michael Heylen	null	null	RSC Anderlecht	null	
1649	Tiémoué Bakayoko	null	null	AS Monaco	null	
1648	Aymen Abdennour	null	null	AS Monaco	Valencia CF	
1647	Álvaro Medrán	null	null	Real Madrid CF	null	
1646	Jorge Benitez	null	null	Olympiacos FC	null	
1645	Aubameyang	null	null	Borussia Dortmund	null	
1644	Júnior Quixadá	null	null	PFC Ludogorets 1945	null	
1643	Keylor Navas	null	null	Real Madrid CF	Real Madrid CF	
1642	Andreas Bouchalakis	null	null	Olympiacos FC	null	
1641	Raúl Jiménez	null	null	Club Atlético de Madrid	SL Benfica	
1640	José María Giménez	null	null	Club Atlético de Madrid	Club Atlético de Madrid	
1639	Petar Stojanović	null	null	NK Maribor	null	
1638	Aleksander Rajčević	null	null	NK Maribor	null	
1637	Luka Zahović	null	null	NK Maribor	null	
1636	Jasmin Handanović	null	null	NK Maribor	null	
1635	Kevin Strootman	null	null	AS Roma	null	
1634	Schweinsteiger	null	null	FC Bayern München	Manchester United FC	
1633	Ivan Ordets	null	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1632	Borja Viguera	null	null	Athletic Club	null	
1631	Choupo-Moting	null	null	FC Schalke 04	null	
1630	Oriol Rosell	null	null	Sporting Clube de Portugal	null	
1629	Nicholas Ioannou	null	null	APOEL FC	null	
1628	Bahebeck	null	null	Paris Saint-Germain	null	
1627	Luis Suárez	null	null	FC Barcelona	FC Barcelona	
1626	ter Stegen	null	null	FC Barcelona	FC Barcelona	
1625	Mattia Destro	null	null	AS Roma	null	
1624	Pierre Højbjerg	null	null	FC Bayern München	null	
1623	Sebastian Rode	null	null	FC Bayern München	FC Bayern München	
1622	Andy Kawaya	null	null	RSC Anderlecht	null	
1621	Oxlade-Chamberlain	null	null	Arsenal FC	Arsenal FC	
1620	Lacina Traoré	null	null	AS Monaco	null	
1619	Ferreira-Carrasco	null	null	AS Monaco	null	
1618	Bryan Cristante	null	null	SL Benfica	SL Benfica	
1617	Júlio César	null	null	SL Benfica	SL Benfica	
1616	Kolo Touré	null	null	Liverpool FC	null	
1615	Aleksandrov	null	null	PFC Ludogorets 1945	null	
1614	Brayan Angulo	null	null	PFC Ludogorets 1945	null	
1613	Shkelzen Gashi	null	null	FC Basel 1893	FC Basel 1893	
1612	Emiliano Martínez	null	null	Arsenal FC	null	
1611	Leander Dendoncker	null	null	RSC Anderlecht	null	
1610	César	null	null	SL Benfica	null	
1609	Lisandro López	null	null	SL Benfica	SL Benfica	
1608	Anthony Martial	null	null	AS Monaco	Manchester United FC	
1607	Naser Aliji	null	null	FC Basel 1893	null	
1606	Joe Allen	null	null	Liverpool FC	null	
1605	Glen Johnson	null	null	Liverpool FC	null	
1604	Simon Thern	null	null	Malmö FF	null	
1603	Enock Adu	null	null	Malmö FF	null	
1602	Vitali Gayduchik	null	null	FC BATE Borisov	null	
1601	Nemanja Tubić	null	null	FC BATE Borisov	null	
1600	Xabier Etxeita	null	null	Athletic Club	null	
1599	Dominic Solanke	null	null	Chelsea FC	null	
1598	Nathan Aké	null	null	Chelsea FC	null	
1597	Kurt Zouma	null	null	Chelsea FC	Chelsea FC	
1596	John Arne Riise	null	null	APOEL FC	null	
1595	Arkadiusz Milik	null	null	AFC Ajax	null	
1594	Jairo Riedewald	null	null	AFC Ajax	null	
1593	Daniele De Rossi	null	null	AS Roma	AS Roma	
1592	Nathan Kabasele	null	null	RSC Anderlecht	null	
1591	Ibrahima Conté	null	null	RSC Anderlecht	null	
1590	Valère Germain	null	null	AS Monaco	null	
1589	Tiemoué Bakayoko	null	null	AS Monaco	null	
1588	Mihail Alexandrov	null	null	PFC Ludogorets 1945	null	
1587	Rickie Lambert	null	null	Liverpool FC	null	
1586	Martin Škrtel	null	null	Liverpool FC	null	
1585	José Enrique	null	null	Liverpool FC	null	
1584	Davide Calla	null	null	FC Basel 1893	null	
1583	Ahmed Hamoudi	null	null	FC Basel 1893	null	
1582	Geoffroy Serey Die	null	null	FC Basel 1893	null	
1581	Dimitris Diamantakos	null	null	Olympiacos FC	null	
1580	Jimmy Durmaz	null	null	Olympiacos FC	null	
1579	Isaac Kiese Thelin	null	null	Malmö FF	null	
1578	Miguel Ángel Moyà	null	null	Club Atlético de Madrid	null	
1577	Gaizka Toquero	null	null	Athletic Club	null	
1576	Andoni Iraola	null	null	Athletic Club	null	
1575	Maksim Volodko	null	null	FC BATE Borisov	FC BATE Borisov	
1574	Evgeni Yablonski	null	null	FC BATE Borisov	FC BATE Borisov	
1573	Welle Ndiaye	null	null	NK Maribor	null	
1572	Paulo Oliveira	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1571	Diego Capel	null	null	Sporting Clube de Portugal	null	
1570	Jonathan Silva	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1569	Ricardo Kishna	null	null	AFC Ajax	null	
1568	Ivan Rakitić	null	null	FC Barcelona	FC Barcelona	
1567	Jean-Christophe Bahebeck	null	null	Paris Saint-Germain	null	
1566	Vasilis Torosidis	null	null	AS Roma	AS Roma	
1565	Łukasz Skorupski	null	null	AS Roma	null	
1564	Stevan Jovetić	null	null	Manchester City FC	null	
1563	Olexandr Gladkiy	null	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1562	Marlos	null	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1561	Márcio Azevedo	null	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1560	Ager Aqueche	null	null	Athletic Club	null	
1559	Guillermo Fernández	null	null	Athletic Club	null	
1558	Vincent Aboubakar	null	null	FC Porto	FC Porto	
1557	Carlos Mané	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1556	João Mário	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1555	Fredy Montero	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1554	Cédric	null	null	Sporting Clube de Portugal	null	
1553	Naby Sarr	null	null	Sporting Clube de Portugal	null	
1552	Adrien Silva	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1551	André Carrillo	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1550	William Carvalho	null	null	Sporting Clube de Portugal	null	
1549	Islam Slimani	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1548	André Martins	null	null	Sporting Clube de Portugal	null	
1547	Jefferson	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1546	Maurício	null	null	Sporting Clube de Portugal	FC Zenit	
1545	Rui Patrício	null	null	Sporting Clube de Portugal	Sporting Clube de Portugal	
1544	Luka Zahovič	null	null	NK Maribor	null	
1543	Eric Maxim Choupo-Moting	null	null	FC Schalke 04	null	
1542	Loïc Rémy	null	null	Chelsea FC	Chelsea FC	
1541	Didier Drogba	null	null	Chelsea FC	null	
1540	Sandro Ramírez	null	null	FC Barcelona	FC Barcelona	
1539	Munir El Haddadi	null	null	FC Barcelona	FC Barcelona	
1538	Sergi Samper	null	null	FC Barcelona	FC Barcelona	
1537	Marc-André ter Stegen	null	null	FC Barcelona	null	
1536	Niki Zimling	null	null	AFC Ajax	null	
1535	Anwar El Ghazi	null	null	AFC Ajax	null	
1534	Arek Milik	null	null	AFC Ajax	null	
1533	Nick Viergever	null	null	AFC Ajax	null	
1532	Joël Veltman	null	null	AFC Ajax	null	
1531	Dmitri Efremov	null	null	PFC CSKA Moskva	null	
1530	Kirill Panchenko	null	null	PFC CSKA Moskva	PFC CSKA Moskva	
1529	Bebras Natcho	null	null	PFC CSKA Moskva	null	
1528	Roman Eremenko	null	null	PFC CSKA Moskva	PFC CSKA Moskva	
1527	Mário Fernandes	null	null	PFC CSKA Moskva	PFC CSKA Moskva	
1526	Alessandro Florenzi	null	null	AS Roma	AS Roma	
1525	Adem Ljajić	null	null	AS Roma	null	
1524	Davide Astori	null	null	AS Roma	null	
1523	Seydou Keita	null	null	AS Roma	AS Roma	
1522	Miralem Pjanić	null	null	AS Roma	AS Roma	
1521	Francesco Totti	null	null	AS Roma	AS Roma	
1520	Juan Manuel Iturbe	null	null	AS Roma	AS Roma	
1519	Radja Nainggolan	null	null	AS Roma	AS Roma	
1518	Morgan De Sanctis	null	null	AS Roma	AS Roma	
1517	Juan Bernat	null	null	FC Bayern München	FC Bayern München	
1516	Medhi Benatia	null	null	FC Bayern München	FC Bayern München	
1515	Héctor Bellerín	null	null	Arsenal FC	Arsenal FC	
1514	Matthias Ginter	null	null	Borussia Dortmund	null	
1513	Adrián Ramos	null	null	Borussia Dortmund	null	
1512	Ciro Immobile	null	null	Borussia Dortmund	Sevilla FC	
1511	Josip Drmic	null	null	FC Bayer 04 Leverkusen	VfL Borussia Mönchengladbach	
1510	Karim Bellarabi	null	null	FC Bayer 04 Leverkusen	null	
1509	Tin Jedvaj	null	null	FC Bayer 04 Leverkusen	null	
1508	Hakan Çalhanoğlu	null	null	FC Bayer 04 Leverkusen	null	
1507	Bernardo Silva	null	null	AS Monaco	AS Monaco	
1506	Wallace	null	null	AS Monaco	AS Monaco	
1505	Nabil Dirar	null	null	AS Monaco	AS Monaco	
1504	Andrea Raggi	null	null	AS Monaco	AS Monaco	
1503	Geoffrey Kondogbia	null	null	AS Monaco	null	
1502	Yannick Ferreira-Carrasco	null	null	AS Monaco	null	
1501	Lucas Ocampos	null	null	AS Monaco	null	
1500	Dimitar Berbatov	null	null	AS Monaco	null	
1499	Layvin Kurzawa	null	null	AS Monaco	Paris Saint-Germain	
1498	Fabinho	null	null	AS Monaco	AS Monaco	
1497	Danijel Subašić	null	null	AS Monaco	AS Monaco	
1496	Derley	null	null	SL Benfica	null	
1495	Paulo Lopes	null	null	SL Benfica	null	
1494	Talisca	null	null	SL Benfica	SL Benfica	
1493	Breel Embolo	null	null	FC Basel 1893	FC Basel 1893	
1492	Yoichiro Kakitani	null	null	FC Basel 1893	null	
1491	Derlis Gonzalez	null	null	FC Basel 1893	null	
1490	Luca Zuffi	null	null	FC Basel 1893	FC Basel 1893	
1489	Walter Samuel	null	null	FC Basel 1893	null	
1488	Tomáš Vaclík	null	null	FC Basel 1893	FC Basel 1893	
1487	Aleksandar Aleksandrov	null	null	PFC Ludogorets 1945	null	
1486	Anicet Abel	null	null	PFC Ludogorets 1945	null	
1485	Milan Borjan	null	null	PFC Ludogorets 1945	null	
1484	Fabio Borini	null	null	Liverpool FC	null	
1483	Raheem Sterling	null	null	Liverpool FC	Manchester City FC	
1482	Adam Lallana	null	null	Liverpool FC	null	
1481	Alberto Moreno	null	null	Liverpool FC	null	
1480	Jordan Henderson	null	null	Liverpool FC	null	
1479	Coutinho	null	null	Liverpool FC	null	
1478	Steven Gerrard	null	null	Liverpool FC	null	
1477	Dejan Lovren	null	null	Liverpool FC	null	
1476	Simon Mignolet	null	null	Liverpool FC	null	
1475	Alessio Cerci	null	null	Club Atlético de Madrid	null	
1474	Saúl Ñíguez	null	null	Club Atlético de Madrid	Club Atlético de Madrid	
1473	Jan Oblak	null	null	Club Atlético de Madrid	Club Atlético de Madrid	
1472	Kostas Giannoulis	null	null	Olympiacos FC	null	
1471	Arthur Masuaku	null	null	Olympiacos FC	Olympiacos FC	
1470	Éric Abidal	null	null	Olympiacos FC	null	
1469	Omar Elabdellaoui	null	null	Olympiacos FC	Olympiacos FC	
1468	Pajtim Kasami	null	null	Olympiacos FC	Olympiacos FC	
1467	Alberto Botía	null	null	Olympiacos FC	Olympiacos FC	
1466	Erdal Rakip	null	null	Malmö FF	Malmö FF	
1465	Rômulo	null	null	Juventus	null	
1464	Younes Hamza	null	null	PFC Ludogorets 1945	null	
1463	Wanderson	null	null	PFC Ludogorets 1945	null	
1462	Valentino Lazaro	null	null	FC Salzburg	null	
1461	Peter Ankersen	null	null	FC Salzburg	null	
1460	Martin Hinteregger	null	null	FC Salzburg	null	
1459	Agon Mehmeti	null	null	Malmö FF	Malmö FF	
1458	Pa Konate	null	null	Malmö FF	Malmö FF	
1457	Faouzi Ghoulam	null	null	SSC Napoli	null	
1456	Unai Lopez	null	null	Athletic Club	null	
1455	Atiba Hutchinson	null	null	Beşiktaş JK	null	
1454	Lester Peltier	null	null	ŠK Slovan Bratislava	null	
1453	Kristián Kolčák	null	null	ŠK Slovan Bratislava	null	
1452	Andriy Yakovlev	null	null	FC BATE Borisov	null	
1451	Ilya Aleksievich	null	null	FC BATE Borisov	FC BATE Borisov	
1450	Donny Gorter	null	null	Aalborg BK	null	
1449	Frederik Børsting	null	null	Aalborg BK	null	
1448	Thomas Enevoldsen	null	null	Aalborg BK	null	
1447	Stathis Aloneftis	null	null	APOEL FC	null	
1446	George Efrem	null	null	APOEL FC	APOEL FC	
1445	Astrit Ajdarević	null	null	R. Standard de Liège	null	
1444	Yuji Ono	null	null	R. Standard de Liège	null	
1443	Adrien Trebel	null	null	R. Standard de Liège	null	
1442	Jonathan Delaplace	null	null	LOSC Lille	null	
1441	Diego Reyes	null	null	FC Porto	null	
1440	Ivan Solovyev	null	null	FC Zenit	null	
1439	Aleksandr Ryazantsev	null	null	FC Zenit	FC Zenit	
1438	Geoffrey Mujangi Bia	null	null	R. Standard de Liège	null	
1437	Yanis Mbombo	null	null	R. Standard de Liège	null	
1436	Tortol Lumanza	null	null	R. Standard de Liège	null	
1435	Paul-José Mpoku	null	null	R. Standard de Liège	null	
1434	Jelle Van Damme	null	null	R. Standard de Liège	null	
1433	Dino Arslanagic	null	null	R. Standard de Liège	null	
1432	Jeff Louis	null	null	R. Standard de Liège	null	
1431	Igor De Camargo	null	null	R. Standard de Liège	null	
1430	Laurent Ciman	null	null	R. Standard de Liège	null	
1429	Jorge Teixeira	null	null	R. Standard de Liège	null	
1428	Ricardo Faty	null	null	R. Standard de Liège	null	
1427	Eiji Kawashima	null	null	R. Standard de Liège	null	
1426	Nikolai Signevich	null	null	FC BATE Borisov	FC BATE Borisov	
1425	Aleksandr Karnitski	null	null	FC BATE Borisov	FC BATE Borisov	
1424	Mikhail Gordeychuk	null	null	FC BATE Borisov	null	
1423	Filip Mladenović	null	null	FC BATE Borisov	FC BATE Borisov	
1422	Egor Filipenko	null	null	FC BATE Borisov	null	
1421	Anri Khagush	null	null	FC BATE Borisov	null	
1420	Sergei Krivets	null	null	FC BATE Borisov	null	
1419	Sergei Chernik	null	null	FC BATE Borisov	FC BATE Borisov	
1418	Richard Lásik	null	null	ŠK Slovan Bratislava	null	
1417	Róbert Vittek	null	null	ŠK Slovan Bratislava	null	
1416	Juraj Halenár	null	null	ŠK Slovan Bratislava	null	
1415	Dávid Hudák	null	null	ŠK Slovan Bratislava	null	
1414	Seydouba Soumah	null	null	ŠK Slovan Bratislava	null	
1413	Samuel Štefánik	null	null	ŠK Slovan Bratislava	null	
1412	Nicolas Gorosito	null	null	ŠK Slovan Bratislava	null	
1411	Tomáš Jablonský	null	null	ŠK Slovan Bratislava	null	
1410	Marko Milinković	null	null	ŠK Slovan Bratislava	null	
1409	Igor Žofčák	null	null	ŠK Slovan Bratislava	null	
1408	Erik Grendel	null	null	ŠK Slovan Bratislava	null	
1407	Pavel Fořt	null	null	ŠK Slovan Bratislava	null	
1406	Erik Čikoš	null	null	ŠK Slovan Bratislava	null	
1405	Dušan Perniš	null	null	ŠK Slovan Bratislava	null	
1404	Leigh Griffiths	null	null	Celtic FC	Celtic FC	
1403	Callum McGregor	null	null	Celtic FC	null	
1402	Stefan Johansen	null	null	Celtic FC	Celtic FC	
1401	Jason Denayer	null	null	Celtic FC	null	
1400	Jo Inge Berget	null	null	Celtic FC	Malmö FF	
1399	Craig Gordon	null	null	Celtic FC	Celtic FC	
1398	Jean-Philippe Mendy	null	null	NK Maribor	null	
1397	Petar Stojanovič	null	null	NK Maribor	null	
1396	Dare Vršič	null	null	NK Maribor	null	
1395	Željko Filipović	null	null	NK Maribor	null	
1394	Marko Šuler	null	null	NK Maribor	null	
1393	Evandro	null	null	FC Porto	FC Porto	
1392	Ricardo Quaresma	null	null	FC Porto	null	
1391	Rúben Neves	null	null	FC Porto	FC Porto	
1390	Yacine Brahimi	null	null	FC Porto	FC Porto	
1389	Bruno Martins Indi	null	null	FC Porto	FC Porto	
1388	Fabiano	null	null	FC Porto	null	
1387	Marcos Lopes	null	null	LOSC Lille	null	
1386	Divock Origi	null	null	LOSC Lille	null	
1385	Pape Souaré	null	null	LOSC Lille	null	
1384	Simon Kjær	null	null	LOSC Lille	null	
1383	Sébastien Corchia	null	null	LOSC Lille	null	
1382	Vincent Enyeama	null	null	LOSC Lille	null	
1381	Tasos Papazoglou	null	null	APOEL FC	null	
1380	Gustavo Manduca	null	null	APOEL FC	null	
1379	Nektarios Alexandrou	null	null	APOEL FC	APOEL FC	
1378	Tomás De Vincenti	null	null	APOEL FC	APOEL FC	
1377	Mário Sérgio	null	null	APOEL FC	APOEL FC	
1376	Nuno Morais	null	null	APOEL FC	APOEL FC	
1375	Vinicius	null	null	APOEL FC	null	
1374	Marios Antoniades	null	null	APOEL FC	APOEL FC	
1373	Constantinos Charalambides	null	null	APOEL FC	null	
1372	Cillian Sheridan	null	null	APOEL FC	null	
1371	Tiago Gomes	null	null	APOEL FC	null	
1370	João Guilherme	null	null	APOEL FC	APOEL FC	
1369	Urko Pardo	null	null	APOEL FC	null	
1368	Viktor Ahlmann	null	null	Aalborg BK	null	
1367	Henrik Dalsgaard	null	null	Aalborg BK	null	
1366	Mathias Thrane	null	null	Aalborg BK	null	
1365	Jakob Blaabjerg	null	null	Aalborg BK	null	
1364	Rasmus Thelander	null	null	Aalborg BK	null	
1363	Nicolaj Thomsen	null	null	Aalborg BK	null	
1362	Kasper Risgård	null	null	Aalborg BK	null	
1361	Anders K. Jacobsen	null	null	Aalborg BK	null	
1360	Mathias Wichmann	null	null	Aalborg BK	null	
1359	Nicklas Helenius	null	null	Aalborg BK	null	
1358	Rasmus Würtz	null	null	Aalborg BK	null	
1357	Kenneth Emil Petersen	null	null	Aalborg BK	null	
1356	Patrick Kristensen	null	null	Aalborg BK	null	
1355	Nicolai Larsen	null	null	Aalborg BK	null	
1354	Anicet	null	null	PFC Ludogorets 1945	null	
1353	Hamza Younes	null	null	PFC Ludogorets 1945	null	
1352	Georgi Terziev	null	null	PFC Ludogorets 1945	null	
1351	Claudiu Keșerü	null	null	FC Steaua Bucureşti	null	
1350	Nicandro Breeveld	null	null	FC Steaua Bucureşti	null	
1349	Lucian Sânmărtean	null	null	FC Steaua Bucureşti	null	
1348	Cornel Râpă	null	null	FC Steaua Bucureşti	null	
1347	Giedrius Arlauskis	null	null	FC Steaua Bucureşti	null	
1346	Calum Chambers	null	null	Arsenal FC	Arsenal FC	
1345	Cenk Tosun	null	null	Beşiktaş JK	null	
1344	Kerim Koyunlu	null	null	Beşiktaş JK	null	
1343	Gökhan Töre	null	null	Beşiktaş JK	null	
1342	Ramon Motta	null	null	Beşiktaş JK	null	
1341	Ersan Gülüm	null	null	Beşiktaş JK	null	
1340	Necip Uysal	null	null	Beşiktaş JK	null	
1339	Pedro Franco	null	null	Beşiktaş JK	null	
1338	Oğuzhan Özyakup	null	null	Beşiktaş JK	null	
1337	Mustafa Pektemek	null	null	Beşiktaş JK	null	
1336	Olcay Şahan	null	null	Beşiktaş JK	null	
1335	Veli Kavlak	null	null	Beşiktaş JK	null	
1334	İsmail Köybaşı	null	null	Beşiktaş JK	null	
1333	Tolga Zengin	null	null	Beşiktaş JK	null	
1332	Pawel Cibicki	null	null	Malmö FF	null	
1331	Magnus Eriksson	null	null	Malmö FF	null	
1330	Emil Forsberg	null	null	Malmö FF	null	
1329	Isaac Thelin	null	null	Malmö FF	null	
1328	Erik Johansson	null	null	Malmö FF	null	
1327	Ricardinho	null	null	Malmö FF	null	
1326	Simon Kroon	null	null	Malmö FF	Malmö FF	
1325	Markus Rosenberg	null	null	Malmö FF	Malmö FF	
1324	Markus Halsti	null	null	Malmö FF	null	
1323	Filip Helander	null	null	Malmö FF	null	
1322	Anton Tinnerholm	null	null	Malmö FF	Malmö FF	
1321	Robin Olsen	null	null	Malmö FF	null	
1320	Naby Keita	null	null	FC Salzburg	null	
1319	Kevin Kampl	null	null	FC Salzburg	null	
1318	Jonatan Soriano	null	null	FC Salzburg	null	
1317	Christoph Leitgeb	null	null	FC Salzburg	null	
1316	Andreas Ulmer	null	null	FC Salzburg	null	
1315	Franz Schiemer	null	null	FC Salzburg	null	
1314	Stefan Ilsanker	null	null	FC Salzburg	null	
1313	Sadio Mané	null	null	FC Salzburg	null	
1312	Marcel Sabitzer	null	null	FC Salzburg	null	
1311	Christian Schwegler	null	null	FC Salzburg	null	
1310	André Ramalho	null	null	FC Salzburg	null	
1309	Péter Gulácsi	null	null	FC Salzburg	null	
1308	Ibai Gómez	null	null	Athletic Club	null	
1307	Mikel San José	null	null	Athletic Club	null	
1306	Erik Morán	null	null	Athletic Club	null	
1305	Mikel Balenziaga	null	null	Athletic Club	null	
1304	Aritz Aduriz	null	null	Athletic Club	null	
1303	Iker Muniain	null	null	Athletic Club	null	
1302	Carlos Gurpegi	null	null	Athletic Club	null	
1301	Mikel Rico	null	null	Athletic Club	null	
1300	Markel Susaeta	null	null	Athletic Club	null	
1299	Óscar de Marcos	null	null	Athletic Club	null	
1298	Ander Iturraspe	null	null	Athletic Club	null	
1297	Beñat	null	null	Athletic Club	null	
1296	Aymeric Laporte	null	null	Athletic Club	null	
1295	Gorka Iraizoz	null	null	Athletic Club	null	
1294	Michu	null	null	SSC Napoli	null	
1293	Walter Gargano	null	null	SSC Napoli	null	
1292	Kalidou Koulibaly	null	null	SSC Napoli	null	
1291	Jorginho	null	null	SSC Napoli	null	
2031	Luka Jović	null	null	null	SL Benfica	
2030	Bruno Henrique	null	null	null	VfL Wolfsburg	
2029	Thomas Partey	null	null	null	Club Atlético de Madrid	
2028	Lucas Hernández	null	null	null	Club Atlético de Madrid	
2027	Matías Kranevitter	null	null	null	Club Atlético de Madrid	
2026	Augusto Fernández	null	null	null	Club Atlético de Madrid	
2025	Ederson	null	null	null	SL Benfica	
2024	Bertrand Traoré	null	null	null	Chelsea FC	
2023	Rami Gershon	null	null	null	KAA Gent	
2022	Ervin Zukanovic	null	null	null	AS Roma	
2021	Kelechi Iheanacho	null	null	null	Manchester City FC	
2020	Yevhen Makarenko	null	null	null	FC Dynamo Kyiv	
2019	Diego Perotti	null	null	null	AS Roma	
2018	Leandro Putaro	null	null	null	VfL Wolfsburg	
2017	Robin Knoche	null	null	null	VfL Wolfsburg	
2016	Koen Casteels	null	null	null	VfL Wolfsburg	
2015	Yuri Zhirkov	null	null	null	FC Zenit	
2014	Aleksandr Kokorin	null	null	null	FC Zenit	
2013	Victor Lindelöf	null	null	null	SL Benfica	
2012	Pavel Dolgov	null	null	null	FC Zenit	
2011	Konstantin Troyanov	null	null	null	FC Zenit	
2010	Dmitri Bogaev	null	null	null	FC Zenit	
2009	Sven Ulreich	null	null	null	FC Bayern München	
